,Dataset,File,Track_ID,Mean_rotation,nb_neighbors,nb_critical_neighbors,mean_nb_neighbors_per_frame,mean_nb_critical_neighbors_per_frame,mean_contact,is_static
1331,stanford,deathCircle_1.txt,26.0,59.15482647265565,31,8,21.25,4.2,10.5,False
1332,stanford,deathCircle_1.txt,27.0,44.67263118402948,23,4,13.5,1.3,6.5,False
1333,stanford,deathCircle_1.txt,28.0,37.09378408038253,31,2,16.4,1.0,10.0,False
1334,stanford,deathCircle_1.txt,29.0,0.0,40,7,21.75,1.9,5.428571428571429,True
1335,stanford,deathCircle_1.txt,30.0,35.50982995961982,50,2,30.3,0.6,6.0,False
1336,stanford,deathCircle_1.txt,31.0,14.504417708517085,37,10,25.45,5.25,10.5,False
1337,stanford,deathCircle_1.txt,32.0,14.59205285508203,32,8,19.2,2.35,5.875,False
1338,stanford,deathCircle_1.txt,33.0,0.0,35,7,20.2,3.2,9.142857142857142,True
1339,stanford,deathCircle_1.txt,34.0,93.87047263163846,24,4,11.8,0.5,2.5,False
1340,stanford,deathCircle_1.txt,35.0,43.05509895459788,22,3,13.75,1.6,10.666666666666666,False
1341,stanford,deathCircle_1.txt,36.0,0.0,25,1,18.75,1.0,20.0,False
1342,stanford,deathCircle_1.txt,39.0,47.33421965928368,33,9,20.15,4.3,9.555555555555555,False
1343,stanford,deathCircle_1.txt,46.0,18.998301668951978,40,3,21.85,1.9,12.666666666666666,False
1344,stanford,deathCircle_1.txt,63.0,77.54736948857105,23,1,13.85,1.0,20.0,False
1345,stanford,deathCircle_1.txt,64.0,2.4572116005890416,25,2,13.7,1.1,11.0,False
1346,stanford,deathCircle_1.txt,65.0,9.69834485375386,22,6,12.5,3.35,11.166666666666666,False
1347,stanford,deathCircle_1.txt,66.0,25.62451640623513,17,7,10.5,1.8,5.142857142857143,False
1348,stanford,deathCircle_1.txt,67.0,9.666663560514214,19,2,8.9,0.45,4.5,False
1349,stanford,deathCircle_1.txt,68.0,29.308825696214477,22,1,12.0,0.2,4.0,False
1350,stanford,deathCircle_1.txt,69.0,13.356259701337766,18,3,11.95,2.0,13.333333333333334,False
1351,stanford,deathCircle_1.txt,70.0,58.20938220136864,17,4,11.5,2.05,10.25,False
1352,stanford,deathCircle_1.txt,71.0,83.16260389005464,21,0,12.7,0.0,0.0,False
1353,stanford,deathCircle_1.txt,72.0,64.17817433530698,25,0,12.65,0.0,0.0,False
1354,stanford,deathCircle_1.txt,73.0,2.576332616099548,26,0,13.55,0.0,0.0,False
1355,stanford,deathCircle_1.txt,74.0,0.0,22,0,13.9,0.0,0.0,False
1356,stanford,deathCircle_1.txt,75.0,0.0,19,0,10.9,0.0,0.0,True
1357,stanford,deathCircle_1.txt,76.0,55.30444059264077,15,0,8.65,0.0,0.0,False
1358,stanford,deathCircle_1.txt,77.0,4.322474791216995,17,0,11.45,0.0,0.0,False
1359,stanford,deathCircle_1.txt,78.0,23.632500632021017,21,1,11.7,0.3,6.0,False
1360,stanford,deathCircle_1.txt,79.0,11.928470638622004,23,8,11.55,3.55,8.875,False
1361,stanford,deathCircle_1.txt,80.0,5.715558736398233,16,1,9.85,0.05,1.0,False
1362,stanford,deathCircle_1.txt,81.0,4.606857985434207,17,0,9.95,0.0,0.0,False
1363,stanford,deathCircle_1.txt,82.0,7.761939131698336,22,1,12.0,0.3,6.0,False
1364,stanford,deathCircle_1.txt,89.0,39.25243554240568,25,3,18.75,1.25,8.333333333333334,False
1365,stanford,deathCircle_1.txt,90.0,0.0,31,7,21.25,2.05,5.857142857142857,True
1366,stanford,deathCircle_1.txt,91.0,28.89012734837006,38,3,19.95,1.25,8.333333333333334,False
1367,stanford,deathCircle_1.txt,92.0,41.713736077681105,32,8,19.55,3.25,8.125,False
1368,stanford,deathCircle_1.txt,93.0,3.3680126531229155,34,9,19.35,1.35,3.0,False
1369,stanford,deathCircle_1.txt,94.0,12.80917751818916,31,10,20.55,2.4,4.8,False
1370,stanford,deathCircle_1.txt,95.0,4.754259578944971,39,8,20.85,2.15,5.375,False
1371,stanford,deathCircle_1.txt,108.0,24.508036249548283,33,9,20.15,4.2,9.333333333333334,False
1372,stanford,deathCircle_1.txt,114.0,48.429203952459766,34,2,20.6,1.15,11.5,False
1373,stanford,deathCircle_1.txt,115.0,21.86443489773148,33,1,20.0,1.0,20.0,False
1374,stanford,deathCircle_1.txt,116.0,3.571447680649902,24,1,17.9,1.0,20.0,False
1375,stanford,deathCircle_1.txt,117.0,53.41481677742233,34,2,20.6,1.3,13.0,False
1376,stanford,deathCircle_1.txt,118.0,19.907823319209214,33,1,20.0,1.0,20.0,False
1377,stanford,deathCircle_1.txt,119.0,20.214790174433436,24,1,17.9,1.0,20.0,False
1378,stanford,deathCircle_1.txt,120.0,2.338573371607764,22,1,14.6,1.0,20.0,False
1379,stanford,deathCircle_1.txt,121.0,9.554625451173012,28,1,20.65,1.0,20.0,False
1380,stanford,deathCircle_1.txt,122.0,17.23495460679891,31,4,19.8,1.7,8.5,False
1381,stanford,deathCircle_1.txt,123.0,10.423337799590346,30,1,18.45,0.4,8.0,False
1382,stanford,deathCircle_1.txt,124.0,41.26546788658404,31,10,19.8,5.55,11.1,False
1383,stanford,deathCircle_1.txt,125.0,15.060872201661041,30,13,18.45,7.1,10.923076923076923,False
1384,stanford,deathCircle_1.txt,126.0,13.738519972998679,37,15,20.1,6.85,9.133333333333333,False
1385,stanford,deathCircle_1.txt,127.0,0.0,25,10,15.9,5.6,11.2,True
1386,stanford,deathCircle_1.txt,128.0,25.239350894945257,35,4,20.55,1.2,6.0,False
1387,stanford,deathCircle_1.txt,129.0,48.60467505571899,37,11,19.6,4.55,8.272727272727273,False
1388,stanford,deathCircle_1.txt,130.0,31.717455316720347,34,14,19.0,6.75,9.642857142857142,False
1389,stanford,deathCircle_1.txt,131.0,22.41779417681656,33,4,20.0,1.25,6.25,False
1390,stanford,deathCircle_1.txt,132.0,4.301801606017568,22,1,14.6,1.0,20.0,False
1391,stanford,deathCircle_1.txt,133.0,13.303369205138083,28,1,20.65,1.0,20.0,False
1392,stanford,deathCircle_1.txt,134.0,159.16887944559124,31,3,19.8,1.55,10.333333333333334,False
1393,stanford,deathCircle_1.txt,135.0,22.24207102417052,30,10,18.45,3.1,6.2,False
1394,stanford,deathCircle_1.txt,136.0,89.88343234893247,22,2,14.6,1.1,11.0,False
1395,stanford,deathCircle_1.txt,137.0,135.06102808185673,28,6,20.65,3.4,11.333333333333334,False
1396,stanford,deathCircle_1.txt,138.0,151.8567407722886,31,4,19.8,1.2,6.0,False
1397,stanford,deathCircle_1.txt,139.0,11.67844095928629,30,0,18.45,0.0,0.0,False
1398,stanford,deathCircle_1.txt,140.0,8.556704257324704,22,3,14.6,2.0,13.333333333333334,False
1399,stanford,deathCircle_1.txt,141.0,25.187316143502844,28,2,20.65,1.0,10.0,False
1400,stanford,deathCircle_1.txt,142.0,57.716758602031014,31,2,19.8,1.0,10.0,False
1401,stanford,deathCircle_1.txt,143.0,13.282525444951226,30,2,18.45,1.6,16.0,False
1402,stanford,deathCircle_1.txt,144.0,2.766669138216653,9,0,5.7,0.0,0.0,False
1403,stanford,deathCircle_1.txt,145.0,9.606868309941698,17,2,11.6,1.5,15.0,False
1404,stanford,deathCircle_1.txt,146.0,9.952131232290512,31,3,20.15,1.25,8.333333333333334,False
1405,stanford,deathCircle_1.txt,147.0,14.687754283485022,36,2,19.45,1.0,10.0,False
1406,stanford,deathCircle_1.txt,148.0,5.179228287235826,36,3,19.55,1.7,11.333333333333334,False
1407,stanford,deathCircle_1.txt,149.0,14.560000170306267,37,1,20.1,0.25,5.0,False
1408,stanford,deathCircle_1.txt,150.0,23.66524184691518,33,14,20.0,6.3,9.0,False
1409,stanford,deathCircle_1.txt,151.0,0.0,24,11,17.9,6.8,12.363636363636363,False
1410,stanford,deathCircle_1.txt,152.0,55.02464129564965,33,4,20.35,2.35,11.75,False
1411,stanford,deathCircle_1.txt,153.0,43.80374563362887,36,7,19.5,3.75,10.714285714285714,False
1412,stanford,deathCircle_1.txt,154.0,0.0,34,9,19.4,4.2,9.333333333333334,True
1413,stanford,deathCircle_1.txt,155.0,31.574932095953354,28,4,20.65,2.45,12.25,False
1414,stanford,deathCircle_1.txt,156.0,11.652000677898457,31,12,19.8,6.6,11.0,False
1415,stanford,deathCircle_1.txt,157.0,0.0,30,13,18.45,7.15,11.0,True
1416,stanford,deathCircle_1.txt,158.0,176.22102298899864,33,0,15.3,0.0,0.0,False
1417,stanford,deathCircle_1.txt,159.0,27.639026219012756,39,6,20.45,2.75,9.166666666666666,False
1418,stanford,deathCircle_1.txt,160.0,70.64723630558824,37,14,20.05,5.4,7.714285714285714,False
1419,stanford,deathCircle_1.txt,161.0,21.11261836108979,24,8,17.2,1.95,4.875,False
1420,stanford,deathCircle_1.txt,162.0,12.00898958184544,17,0,11.6,0.0,0.0,False
1421,stanford,deathCircle_1.txt,163.0,1.0491663856579643,31,3,20.15,1.1,7.333333333333333,False
1422,stanford,deathCircle_1.txt,164.0,85.2107398836272,36,9,19.45,2.95,6.555555555555555,False
1423,stanford,deathCircle_1.txt,165.0,40.13577922249331,36,15,19.55,7.05,9.4,False
1424,stanford,deathCircle_1.txt,166.0,26.51546672984691,25,0,13.65,0.0,0.0,False
1425,stanford,deathCircle_1.txt,167.0,116.56511486608315,23,1,14.0,0.4,8.0,False
1426,stanford,deathCircle_1.txt,168.0,17.17018967463793,20,0,12.5,0.0,0.0,False
1427,stanford,deathCircle_1.txt,169.0,17.654349431372484,24,0,12.4,0.0,0.0,False
1428,stanford,deathCircle_1.txt,170.0,44.77544817850752,24,0,13.75,0.0,0.0,False
1429,stanford,deathCircle_1.txt,171.0,3.017935477224142,23,0,13.95,0.0,0.0,False
1430,stanford,deathCircle_1.txt,172.0,147.83510570725574,19,0,12.35,0.0,0.0,False
1431,stanford,deathCircle_1.txt,173.0,0.0,24,0,12.3,0.0,0.0,True
1432,stanford,deathCircle_1.txt,174.0,38.72402691240455,24,2,13.85,1.6,16.0,False
1433,stanford,deathCircle_1.txt,175.0,36.193022147735824,24,0,13.9,0.0,0.0,False
1434,stanford,deathCircle_1.txt,176.0,5.42006336362687,16,2,9.0,1.0,10.0,False
1435,stanford,deathCircle_1.txt,177.0,4.9434741526199915,15,2,8.75,1.0,10.0,False
1436,stanford,deathCircle_1.txt,178.0,14.41274632457176,16,2,9.05,1.0,10.0,False
1437,stanford,deathCircle_1.txt,179.0,21.951016892036048,15,2,9.55,1.0,10.0,False
1438,stanford,deathCircle_1.txt,180.0,12.434201930173662,13,3,7.2,1.25,8.333333333333334,False
1439,stanford,deathCircle_1.txt,181.0,11.888876760956377,14,4,8.15,1.15,5.75,False
1440,stanford,deathCircle_1.txt,182.0,0.0,19,2,11.9,1.0,10.0,True
1441,stanford,deathCircle_1.txt,183.0,154.591149189551,25,2,12.15,1.0,10.0,False
1442,stanford,deathCircle_1.txt,184.0,7.267777461633396,25,2,14.05,1.85,18.5,False
1443,stanford,deathCircle_1.txt,185.0,70.89441509991276,15,1,8.95,0.95,19.0,False
1444,stanford,deathCircle_1.txt,186.0,22.008793821708824,14,2,8.8,1.0,10.0,False
1445,stanford,deathCircle_1.txt,187.0,12.50038969858385,15,2,8.95,1.0,10.0,False
1446,stanford,deathCircle_1.txt,188.0,25.221579641433983,15,2,9.7,1.0,10.0,False
1447,stanford,deathCircle_1.txt,189.0,18.087352868641847,13,3,7.15,1.1,7.333333333333333,False
1448,stanford,deathCircle_1.txt,190.0,8.745416632353908,14,4,8.15,1.2,6.0,False
1449,stanford,deathCircle_1.txt,191.0,39.11473646573061,19,2,11.65,1.0,10.0,False
1450,stanford,deathCircle_1.txt,192.0,63.435006256089075,25,2,12.1,1.0,10.0,False
1451,stanford,deathCircle_1.txt,193.0,167.85944621209623,26,3,14.1,1.7,11.333333333333334,False
1452,stanford,deathCircle_1.txt,194.0,75.81609411889124,19,0,10.8,0.0,0.0,False
1453,stanford,deathCircle_1.txt,195.0,13.998152823415005,23,0,12.05,0.0,0.0,False
1454,stanford,deathCircle_1.txt,196.0,14.707937034957778,24,1,13.95,0.2,4.0,False
1455,stanford,deathCircle_1.txt,197.0,13.831465591643308,26,0,13.8,0.0,0.0,False
1456,stanford,deathCircle_1.txt,198.0,8.064580500017914,23,0,14.0,0.0,0.0,False
1457,stanford,deathCircle_1.txt,199.0,3.8966822362929614,30,1,15.85,0.8,16.0,False
1458,stanford,deathCircle_1.txt,200.0,37.821807293566835,40,8,21.85,3.25,8.125,False
1459,stanford,deathCircle_1.txt,201.0,92.52024367224574,31,8,13.75,1.7,4.25,False
1460,stanford,deathCircle_1.txt,202.0,48.21525582586556,22,0,12.65,0.0,0.0,False
1461,stanford,deathCircle_1.txt,203.0,17.310835492092266,18,4,11.55,0.5,2.5,False
1462,stanford,deathCircle_1.txt,204.0,18.751933099398407,22,0,14.65,0.0,0.0,False
1463,stanford,deathCircle_1.txt,205.0,23.52352929835659,27,4,14.15,0.85,4.25,False
1464,stanford,deathCircle_1.txt,206.0,14.588798696829341,18,3,11.55,0.75,5.0,False
1465,stanford,deathCircle_1.txt,207.0,0.0,22,0,14.65,0.0,0.0,True
1466,stanford,deathCircle_1.txt,209.0,7.452687937680387,34,0,19.0,0.0,0.0,False
1467,stanford,deathCircle_1.txt,210.0,2.5516555380602965,26,0,10.85,0.0,0.0,False
1468,stanford,deathCircle_1.txt,211.0,0.0,25,2,14.75,1.4,14.0,True
1469,stanford,deathCircle_1.txt,212.0,33.19193372753153,33,2,20.35,0.35,3.5,False
1470,stanford,deathCircle_1.txt,213.0,17.53846808243041,36,2,19.5,0.25,2.5,False
1471,stanford,deathCircle_1.txt,214.0,22.140027279003245,34,4,19.4,0.9,4.5,False
1472,stanford,deathCircle_1.txt,215.0,4.013781515809144,27,0,11.15,0.0,0.0,False
1473,stanford,deathCircle_1.txt,216.0,3.75806174966935,26,2,14.65,1.3,13.0,False
1474,stanford,deathCircle_1.txt,217.0,2.35144874038649,22,0,12.55,0.0,0.0,False
1475,stanford,deathCircle_1.txt,218.0,0.0,24,1,14.05,0.95,19.0,True
1476,stanford,deathCircle_1.txt,219.0,37.04831664944261,25,3,14.75,1.3,8.666666666666666,False
1477,stanford,deathCircle_1.txt,220.0,3.1252925857466645,24,1,13.8,0.95,19.0,False
1478,stanford,deathCircle_1.txt,222.0,0.0,25,3,13.25,0.75,5.0,True
1479,stanford,deathCircle_1.txt,223.0,0.0,22,2,13.35,0.8,8.0,True
1480,stanford,deathCircle_1.txt,231.0,0.0,27,0,14.15,0.0,0.0,False
1481,stanford,deathCircle_1.txt,233.0,9.466732060547805,22,0,14.25,0.0,0.0,False
1482,stanford,deathCircle_1.txt,250.0,18.177579667577714,25,3,18.75,1.9,12.666666666666666,False
1483,stanford,deathCircle_1.txt,251.0,65.55418855930142,31,4,21.25,0.6,3.0,False
1484,stanford,deathCircle_1.txt,253.0,13.35590558229926,22,0,12.5,0.0,0.0,False
1485,stanford,deathCircle_1.txt,254.0,0.0,23,3,12.9,1.15,7.666666666666667,True
1486,stanford,deathCircle_1.txt,255.0,58.96195483196293,23,0,12.5,0.0,0.0,False
1487,stanford,deathCircle_1.txt,260.0,14.045174302132915,21,1,12.85,0.4,8.0,False
1488,stanford,deathCircle_1.txt,261.0,22.211645766770875,22,3,11.35,0.7,4.666666666666667,False
1489,stanford,deathCircle_1.txt,262.0,9.681875649988575,24,2,13.25,0.4,4.0,False
1490,stanford,deathCircle_1.txt,263.0,18.952650481957814,22,3,11.35,0.8,5.333333333333333,False
1491,stanford,deathCircle_1.txt,264.0,17.872997686738692,24,2,13.25,0.2,2.0,False
1492,stanford,deathCircle_1.txt,273.0,0.0,21,1,11.95,1.0,20.0,True
1493,stanford,deathCircle_1.txt,274.0,0.0,22,1,13.2,1.0,20.0,True
1494,stanford,deathCircle_1.txt,275.0,0.0,21,1,11.95,1.0,20.0,True
1495,stanford,deathCircle_1.txt,276.0,0.0,22,1,13.2,1.0,20.0,True
1496,stanford,deathCircle_1.txt,277.0,39.06754824107071,22,5,12.6,2.05,8.2,False
1497,stanford,deathCircle_1.txt,278.0,53.82364332218987,21,3,11.6,1.7,11.333333333333334,False
1498,stanford,deathCircle_1.txt,279.0,88.93153762364223,20,5,10.35,2.0,8.0,False
1499,stanford,deathCircle_1.txt,280.0,13.844800015105433,20,1,12.3,0.45,9.0,False
1500,stanford,deathCircle_1.txt,281.0,0.0,18,3,11.95,2.0,13.333333333333334,True
1501,stanford,deathCircle_1.txt,282.0,69.3550795493868,17,4,11.5,2.4,12.0,False
1502,stanford,deathCircle_1.txt,283.0,78.44679216491495,17,0,9.5,0.0,0.0,False
1503,stanford,deathCircle_1.txt,284.0,0.0,21,0,12.85,0.0,0.0,False
1504,stanford,deathCircle_1.txt,285.0,128.80630283998505,22,0,11.55,0.0,0.0,False
1505,stanford,deathCircle_1.txt,286.0,77.44362605981591,24,1,13.2,0.45,9.0,False
1506,stanford,deathCircle_1.txt,287.0,0.0,20,2,11.0,0.9,9.0,False
1507,stanford,deathCircle_1.txt,288.0,16.586350856123488,20,2,11.5,0.7,7.0,False
1508,stanford,deathCircle_1.txt,289.0,21.06465605377068,21,1,12.4,0.4,8.0,False
1509,stanford,deathCircle_1.txt,290.0,21.963080444044852,23,2,11.45,0.65,6.5,False
1510,stanford,deathCircle_1.txt,291.0,53.36485358416004,24,4,13.0,0.4,2.0,False
1511,stanford,deathCircle_1.txt,292.0,39.90865152692829,23,2,12.3,0.55,5.5,False
1512,stanford,deathCircle_1.txt,293.0,85.53840862282816,19,0,10.35,0.0,0.0,False
1513,stanford,deathCircle_1.txt,294.0,20.807806430548712,21,0,10.85,0.0,0.0,False
1514,stanford,deathCircle_1.txt,295.0,26.620710101448886,22,0,12.3,0.0,0.0,False
1515,stanford,deathCircle_1.txt,296.0,27.957431325599178,21,4,12.2,1.1,5.5,False
1516,stanford,deathCircle_1.txt,297.0,12.612151365005488,24,0,13.0,0.0,0.0,False
1517,stanford,deathCircle_1.txt,298.0,16.035254886039166,21,1,11.95,0.55,11.0,False
1518,stanford,deathCircle_1.txt,299.0,11.872625933517059,22,2,13.2,0.25,2.5,False
1519,stanford,deathCircle_1.txt,300.0,12.648297265318655,19,2,10.45,0.4,4.0,False
1520,stanford,deathCircle_1.txt,301.0,48.212308060013235,23,2,12.1,0.7,7.0,False
1521,stanford,deathCircle_1.txt,302.0,2.7986385935425426,21,2,12.35,1.0,10.0,False
1522,stanford,deathCircle_1.txt,303.0,116.56516950759651,23,3,12.95,1.15,7.666666666666667,False
1523,stanford,deathCircle_1.txt,304.0,0.0,20,3,10.1,1.25,8.333333333333334,True
1524,stanford,deathCircle_1.txt,305.0,0.0,22,2,12.6,1.0,10.0,True
1525,stanford,deathCircle_1.txt,306.0,28.157410636889782,27,1,15.85,0.05,1.0,False
1526,stanford,deathCircle_1.txt,307.0,10.083760709450997,19,3,11.8,1.9,12.666666666666666,False
1527,stanford,deathCircle_1.txt,308.0,28.62084513465184,27,3,15.75,0.45,3.0,False
1528,stanford,deathCircle_1.txt,309.0,8.924710176517664,20,0,10.15,0.0,0.0,False
1529,stanford,deathCircle_1.txt,310.0,8.291346734782381,22,1,12.9,0.05,1.0,False
1530,stanford,deathCircle_1.txt,311.0,7.860444838875539,27,5,15.85,2.35,9.4,False
1531,stanford,deathCircle_1.txt,312.0,8.220059331447679,23,0,12.8,0.0,0.0,False
1532,stanford,deathCircle_1.txt,313.0,24.501443319581018,22,0,12.6,0.0,0.0,False
1533,stanford,deathCircle_1.txt,314.0,3.339027127703584,20,0,10.15,0.0,0.0,False
1534,stanford,deathCircle_1.txt,315.0,5.3766321678547815,22,3,12.9,0.3,2.0,False
1535,stanford,deathCircle_1.txt,316.0,19.795954167179058,27,5,15.85,2.55,10.2,False
1536,stanford,deathCircle_1.txt,317.0,2.896927675877966,25,0,13.2,0.0,0.0,False
1537,stanford,deathCircle_1.txt,318.0,14.821355561478603,22,1,11.9,0.05,1.0,False
1538,stanford,deathCircle_1.txt,319.0,20.780127807904517,21,3,10.6,0.7,4.666666666666667,False
1539,stanford,deathCircle_1.txt,320.0,10.84485483583577,25,0,13.15,0.0,0.0,False
1540,stanford,deathCircle_1.txt,321.0,0.0,28,0,16.2,0.0,0.0,True
1541,stanford,deathCircle_1.txt,322.0,6.812655355446047,17,2,12.5,1.05,10.5,False
1542,stanford,deathCircle_1.txt,323.0,6.885011144160398,25,5,18.75,3.15,12.6,False
1543,stanford,deathCircle_1.txt,324.0,4.654882123939489,31,10,21.25,5.15,10.3,False
1544,stanford,deathCircle_1.txt,325.0,8.401277551022815,28,4,16.2,0.65,3.25,False
1545,stanford,deathCircle_1.txt,326.0,4.449742784472764,22,1,12.6,0.55,11.0,False
1546,stanford,deathCircle_1.txt,327.0,10.325838287122975,28,2,15.05,0.4,4.0,False
1547,stanford,deathCircle_1.txt,328.0,13.858742491319216,23,4,13.9,1.4,7.0,False
1548,stanford,deathCircle_1.txt,329.0,2.227406291127558,21,2,12.0,1.0,10.0,False
1549,stanford,deathCircle_1.txt,330.0,10.399989115917416,28,5,14.25,2.15,8.6,False
1550,stanford,deathCircle_1.txt,331.0,0.0,26,4,15.45,1.5,7.5,True
1551,stanford,deathCircle_1.txt,332.0,9.036081803189331,20,1,11.85,0.95,19.0,False
1552,stanford,deathCircle_1.txt,333.0,6.085254947668951,26,5,14.05,2.1,8.4,False
1553,stanford,deathCircle_1.txt,334.0,0.0,27,3,15.75,1.2,8.0,True
1554,stanford,deathCircle_1.txt,335.0,8.443304783436826,23,1,12.8,0.55,11.0,False
1555,stanford,deathCircle_1.txt,336.0,12.327504489537949,28,2,15.45,0.95,9.5,False
1556,stanford,deathCircle_1.txt,337.0,0.0,22,2,12.9,1.0,10.0,True
1557,stanford,deathCircle_1.txt,338.0,0.0,20,1,10.35,0.4,8.0,True
1558,stanford,deathCircle_1.txt,339.0,0.0,20,0,12.3,0.0,0.0,True
1559,stanford,deathCircle_1.txt,340.0,79.34463692376714,27,1,14.65,0.75,15.0,False
1560,stanford,deathCircle_1.txt,341.0,0.0,25,3,14.75,1.1,7.333333333333333,True
1561,stanford,deathCircle_1.txt,342.0,23.932296237971272,25,2,18.75,0.4,4.0,False
1562,stanford,deathCircle_1.txt,343.0,22.272163759202673,31,2,21.25,0.5,5.0,False
1563,stanford,deathCircle_1.txt,344.0,28.676795117108654,24,2,13.3,0.7,7.0,False
1564,stanford,deathCircle_1.txt,345.0,96.26627911405613,19,2,10.7,0.75,7.5,False
1565,stanford,deathCircle_1.txt,346.0,28.057622531738936,20,3,8.5,0.9,6.0,False
1566,stanford,deathCircle_1.txt,347.0,0.0,22,6,12.0,2.35,7.833333333333333,True
1567,stanford,deathCircle_1.txt,348.0,74.92124685353988,18,3,11.1,1.6,10.666666666666666,False
1568,stanford,deathCircle_1.txt,349.0,30.558070832472055,18,2,9.9,0.85,8.5,False
1569,stanford,deathCircle_1.txt,350.0,66.44742598777901,20,2,12.7,0.75,7.5,False
1570,stanford,deathCircle_1.txt,351.0,43.24623270358458,21,2,11.8,1.0,10.0,False
1571,stanford,deathCircle_1.txt,352.0,158.97995645332628,24,3,13.2,1.2,8.0,False
1572,stanford,deathCircle_1.txt,353.0,160.7495949465173,20,6,10.6,1.7,5.666666666666667,False
1573,stanford,deathCircle_1.txt,354.0,39.50723977161552,20,3,11.85,1.1,7.333333333333333,False
1574,stanford,deathCircle_1.txt,355.0,66.3563772018465,26,2,14.05,0.4,4.0,False
1575,stanford,deathCircle_1.txt,356.0,45.42852878437765,27,3,15.75,1.55,10.333333333333334,False
1576,stanford,deathCircle_1.txt,357.0,7.5000235451861785,18,4,11.3,2.4,12.0,False
1577,stanford,deathCircle_1.txt,358.0,0.0,29,4,16.05,1.2,6.0,True
1578,stanford,deathCircle_1.txt,359.0,0.0,28,1,14.9,1.0,20.0,True
1579,stanford,deathCircle_1.txt,360.0,0.0,23,1,14.35,1.0,20.0,True
1580,stanford,deathCircle_1.txt,361.0,0.0,28,1,14.9,1.0,20.0,True
1581,stanford,deathCircle_1.txt,362.0,0.0,23,1,14.35,1.0,20.0,True
1582,stanford,deathCircle_1.txt,363.0,124.94657068089191,17,0,8.0,0.0,0.0,False
1583,stanford,deathCircle_1.txt,364.0,11.143370692864453,8,0,5.55,0.0,0.0,False
1584,stanford,deathCircle_1.txt,365.0,7.757128162137161,13,0,5.1,0.0,0.0,False
1585,stanford,deathCircle_1.txt,366.0,2.989248107536264,27,0,13.9,0.0,0.0,False
1586,stanford,deathCircle_1.txt,367.0,27.381037053796412,28,0,15.85,0.0,0.0,False
1587,stanford,deathCircle_1.txt,368.0,18.80313332722255,16,1,6.45,0.1,2.0,False
1588,stanford,deathCircle_1.txt,369.0,0.0,8,1,5.8,0.1,2.0,False
1589,stanford,deathCircle_1.txt,370.0,18.105920558158708,8,2,5.9,0.2,2.0,False
1590,stanford,deathCircle_1.txt,371.0,14.389140112349272,32,9,20.95,4.35,9.666666666666666,False
1591,stanford,deathCircle_1.txt,372.0,4.664621973695927,25,0,13.0,0.0,0.0,False
1592,stanford,deathCircle_1.txt,373.0,10.060119843005564,27,0,15.9,0.0,0.0,False
1593,stanford,deathCircle_1.txt,374.0,7.857611029337265,18,0,11.3,0.0,0.0,False
1594,stanford,deathCircle_1.txt,375.0,12.411894891828041,8,1,4.95,0.15,3.0,False
1595,stanford,deathCircle_1.txt,376.0,0.16594447865642717,17,1,6.1,0.05,1.0,False
1596,stanford,deathCircle_1.txt,377.0,30.000000834826057,17,1,12.5,0.85,17.0,False
1597,stanford,deathCircle_1.txt,378.0,0.0,25,1,18.75,1.0,20.0,False
1598,stanford,deathCircle_1.txt,379.0,80.08159470740475,31,2,21.25,0.4,4.0,False
1599,stanford,deathCircle_1.txt,380.0,14.224572815519705,35,1,18.25,0.6,12.0,False
1600,stanford,deathCircle_1.txt,381.0,0.0,7,0,8.0,0.0,0.0,True
1601,stanford,deathCircle_1.txt,382.0,73.88706488131145,6,0,7.0,0.0,0.0,False
1602,stanford,deathCircle_1.txt,383.0,11.283189056010508,7,2,8.0,1.05,10.5,False
1603,stanford,deathCircle_1.txt,384.0,0.0,6,1,7.0,0.45,9.0,True
1604,stanford,deathCircle_1.txt,385.0,5.475729225620653,7,2,8.0,0.75,7.5,False
1605,stanford,deathCircle_1.txt,386.0,6.5288387074463055,6,0,7.0,0.0,0.0,False
1606,stanford,deathCircle_1.txt,387.0,5.889708069666048,7,0,8.0,0.0,0.0,False
1607,stanford,deathCircle_1.txt,388.0,4.489954983985753,18,1,8.65,0.1,2.0,False
1608,stanford,deathCircle_1.txt,389.0,36.4289415549554,34,3,18.65,0.5,3.3333333333333335,False
1609,stanford,deathCircle_1.txt,390.0,5.764612076566342,22,3,14.6,2.0,13.333333333333334,False
1610,stanford,deathCircle_1.txt,393.0,23.024632091039443,34,6,20.6,2.8,9.333333333333334,False
1611,stanford,deathCircle_1.txt,395.0,88.5711481396463,40,5,20.3,2.8,11.2,False
1612,stanford,deathCircle_1.txt,397.0,105.20592942568128,22,1,14.6,1.0,20.0,False
1613,stanford,deathCircle_1.txt,398.0,49.97628412866632,28,2,20.65,1.85,18.5,False
1614,stanford,deathCircle_1.txt,399.0,10.92892786200243,34,1,19.0,0.6,12.0,False
1615,stanford,deathCircle_1.txt,402.0,0.0,22,1,14.6,1.0,20.0,True
1616,stanford,deathCircle_1.txt,403.0,0.0,28,1,20.65,1.0,20.0,True
1617,stanford,deathCircle_1.txt,404.0,0.0,22,1,14.6,1.0,20.0,True
1618,stanford,deathCircle_1.txt,405.0,0.0,28,1,20.65,1.0,20.0,True
1619,stanford,deathCircle_1.txt,408.0,9.115848347153145,14,1,7.55,0.2,4.0,False
